Date,Scheme,NAV
2023-03-06,Scheme_1,60.53198455686845
2023-03-07,Scheme_1,60.584821658311796
2023-03-08,Scheme_1,60.97169236835772
2023-03-09,Scheme_1,60.82907174129453
2023-03-10,Scheme_1,61.22414792006642
2023-03-13,Scheme_1,61.18524923193692
2023-03-14,Scheme_1,61.547701364529225
2023-03-15,Scheme_1,61.49684802103702
2023-03-16,Scheme_1,61.31982515622992
2023-03-17,Scheme_1,62.07245891626386
2023-03-20,Scheme_1,62.518844469304184
2023-03-21,Scheme_1,61.896640011495634
2023-03-22,Scheme_1,61.78023464814924
2023-03-23,Scheme_1,62.27630136091024
2023-03-24,Scheme_1,61.87898087395439
2023-03-27,Scheme_1,62.21461679632874
2023-03-28,Scheme_1,62.513392328919956
2023-03-29,Scheme_1,62.301166896793
2023-03-30,Scheme_1,62.34771195669226
2023-03-31,Scheme_1,61.61574317880176
2023-04-03,Scheme_1,62.3195544951874
2023-04-04,Scheme_1,62.25383509395784
2023-04-05,Scheme_1,62.60388083291349
2023-04-06,Scheme_1,62.88453703873208
2023-04-07,Scheme_1,63.447182896643795
2023-04-10,Scheme_1,63.3329893599162
2023-04-11,Scheme_1,63.461107967206964
2023-04-12,Scheme_1,63.724766990416214
2023-04-13,Scheme_1,64.10936186162867
2023-04-14,Scheme_1,64.60467887110356
2023-04-17,Scheme_1,64.47131605378394
2023-04-18,Scheme_1,64.2659514020537
2023-04-19,Scheme_1,64.84181726896345
2023-04-20,Scheme_1,64.10116448954783
2023-04-21,Scheme_1,64.75629080595326
2023-04-24,Scheme_1,64.69063145937253
2023-04-25,Scheme_1,64.74061293080828
2023-04-26,Scheme_1,64.527353751801
2023-04-27,Scheme_1,64.56031607193599
2023-04-28,Scheme_1,65.10435483863623
2023-05-01,Scheme_1,65.45755759184549
2023-05-02,Scheme_1,65.7034239612475
2023-05-03,Scheme_1,65.79102226522001
2023-05-04,Scheme_1,65.27300613571778
2023-05-05,Scheme_1,64.99462841701379
2023-05-08,Scheme_1,64.91278669866477
2023-05-09,Scheme_1,65.14297125240374
2023-05-10,Scheme_1,65.2223099185401
2023-05-11,Scheme_1,65.65936630252813
2023-05-12,Scheme_1,65.89848224042042
2023-05-15,Scheme_1,65.97269074978301
2023-05-16,Scheme_1,66.9262974802112
2023-05-17,Scheme_1,67.14296200600369
2023-05-18,Scheme_1,67.02266510262021
2023-05-19,Scheme_1,67.82424290936848
2023-05-22,Scheme_1,68.36700433040077
2023-05-23,Scheme_1,69.16666082478501
2023-05-24,Scheme_1,69.1759574040469
2023-05-25,Scheme_1,69.63652088124998
2023-05-26,Scheme_1,69.08520180779095
2023-05-29,Scheme_1,69.46544941593683
2023-05-30,Scheme_1,69.45528358160689
2023-05-31,Scheme_1,68.94615220105212
2023-06-01,Scheme_1,69.4284720705227
2023-06-02,Scheme_1,68.72996693533034
2023-06-05,Scheme_1,67.99618937482971
2023-06-06,Scheme_1,68.19846843395062
2023-06-07,Scheme_1,68.4868173595848
2023-06-08,Scheme_1,68.9404153390987
2023-06-09,Scheme_1,69.30247510252474
2023-06-12,Scheme_1,69.97193366834935
2023-06-13,Scheme_1,70.32189533619045
2023-06-14,Scheme_1,70.32233156655965
2023-06-15,Scheme_1,70.34753040006268
2023-06-16,Scheme_1,70.2846870423518
2023-06-19,Scheme_1,70.46552006397847
2023-06-20,Scheme_1,70.05794219611802
2023-06-21,Scheme_1,70.25729439595501
2023-06-22,Scheme_1,70.27707315633626
2023-06-23,Scheme_1,70.4495198077932
2023-06-26,Scheme_1,70.62369484747775
2023-06-27,Scheme_1,69.64106588202417
2023-06-28,Scheme_1,69.32017636150165
2023-06-29,Scheme_1,69.33045155367553
2023-06-30,Scheme_1,69.36283513163919
2023-07-03,Scheme_1,69.52627726699484
2023-07-04,Scheme_1,69.70802519519724
2023-07-05,Scheme_1,70.39795339941463
2023-07-06,Scheme_1,70.58625038768368
2023-07-07,Scheme_1,70.51014836892114
2023-07-10,Scheme_1,69.89002988776322
2023-07-11,Scheme_1,69.37203708719753
2023-07-12,Scheme_1,69.65042366307623
2023-07-13,Scheme_1,70.14930742125641
2023-07-14,Scheme_1,70.85418351467155
2023-07-17,Scheme_1,70.55890873261916
2023-07-18,Scheme_1,70.4867138018053
2023-07-19,Scheme_1,70.6455910038996
2023-07-20,Scheme_1,71.56994571752668
2023-07-21,Scheme_1,71.67652544837132
2023-07-24,Scheme_1,72.40100145763631
2023-07-25,Scheme_1,72.53275950914933
2023-07-26,Scheme_1,73.09267405133043
2023-07-27,Scheme_1,73.60136098724166
2023-07-28,Scheme_1,73.73358795161003
2023-07-31,Scheme_1,73.3411557145332
2023-08-01,Scheme_1,73.28141445666046
2023-08-02,Scheme_1,73.9947556074185
2023-08-03,Scheme_1,74.44367816475079
2023-08-04,Scheme_1,74.30953795510914
2023-08-07,Scheme_1,74.21636480482789
2023-08-08,Scheme_1,73.50498323847216
2023-08-09,Scheme_1,74.20078381723474
2023-08-10,Scheme_1,74.65462410838144
2023-08-11,Scheme_1,74.6529468484473
2023-08-14,Scheme_1,74.80231295086865
2023-08-15,Scheme_1,73.8878400909284
2023-08-16,Scheme_1,73.73117666587989
2023-08-17,Scheme_1,74.38050309099799
2023-08-18,Scheme_1,74.87805541960378
2023-08-21,Scheme_1,75.08653115177422
2023-08-22,Scheme_1,75.13996951878269
2023-08-23,Scheme_1,75.55913277266957
2023-08-24,Scheme_1,75.49201279113083
2023-08-25,Scheme_1,74.79838016100096
2023-08-28,Scheme_1,74.85543675149378
2023-08-29,Scheme_1,75.09637514064673
2023-08-30,Scheme_1,75.662306388237
2023-08-31,Scheme_1,75.06857106217113
2023-09-01,Scheme_1,75.07326526211966
2023-09-04,Scheme_1,75.09940412683754
2023-09-05,Scheme_1,74.66326347905364
2023-09-06,Scheme_1,74.94146175914062
2023-09-07,Scheme_1,75.33746804511418
2023-09-08,Scheme_1,75.26633788474678
2023-09-11,Scheme_1,76.25462672304428
2023-09-12,Scheme_1,76.16951435543423
2023-09-13,Scheme_1,76.02630798871994
2023-09-14,Scheme_1,75.87014781669849
2023-09-15,Scheme_1,75.55961172354318
2023-09-18,Scheme_1,75.36662091764815
2023-09-19,Scheme_1,74.77841962136428
2023-09-20,Scheme_1,74.75230722579425
2023-09-21,Scheme_1,74.83788695756431
2023-09-22,Scheme_1,73.87271657895364
2023-09-25,Scheme_1,73.88662702757209
2023-09-26,Scheme_1,73.96441520029104
2023-09-27,Scheme_1,74.25195437504088
2023-09-28,Scheme_1,74.84803498922577
2023-09-29,Scheme_1,75.29024657992741
2023-10-02,Scheme_1,75.07023475135769
2023-10-03,Scheme_1,74.79859513128794
2023-10-04,Scheme_1,75.11851069804293
2023-10-05,Scheme_1,74.9319404291569
2023-10-06,Scheme_1,74.43976315787167
2023-10-09,Scheme_1,75.5596982628897
2023-10-10,Scheme_1,75.47927663143541
2023-10-11,Scheme_1,75.25592250013196
2023-10-12,Scheme_1,74.32630262039552
2023-10-13,Scheme_1,74.76545307991056
2023-10-16,Scheme_1,74.38208461562532
2023-10-17,Scheme_1,74.45436342461893
2023-10-18,Scheme_1,74.94663623836458
2023-10-19,Scheme_1,74.56938400432159
2023-10-20,Scheme_1,74.66460125635217
2023-10-23,Scheme_1,75.40697081364668
2023-10-24,Scheme_1,74.3557612686171
2023-10-25,Scheme_1,74.05365120204316
2023-10-26,Scheme_1,73.71098634804714
2023-10-27,Scheme_1,73.687293371501
2023-10-30,Scheme_1,73.72511372378916
2023-10-31,Scheme_1,73.31464356493943
2023-11-01,Scheme_1,73.08544438801935
2023-11-02,Scheme_1,72.80484380006503
2023-11-03,Scheme_1,72.70985273789576
2023-11-06,Scheme_1,72.86322227656446
2023-11-07,Scheme_1,73.31959267065804
2023-11-08,Scheme_1,73.84250697759158
2023-11-09,Scheme_1,74.19117693819435
2023-11-10,Scheme_1,73.86148286851618
2023-11-13,Scheme_1,73.91911140543422
2023-11-14,Scheme_1,75.03129661269828
2023-11-15,Scheme_1,75.54805187031825
2023-11-16,Scheme_1,75.40881474423716
2023-11-17,Scheme_1,76.18493954157711
2023-11-20,Scheme_1,76.06849732663439
2023-11-21,Scheme_1,75.82428612446172
2023-11-22,Scheme_1,76.51992781933866
2023-11-23,Scheme_1,75.97985814675198
2023-11-24,Scheme_1,75.16819073883003
2023-11-27,Scheme_1,75.65285324364011
2023-11-28,Scheme_1,75.72594491414947
2023-11-29,Scheme_1,75.8443948973508
2023-11-30,Scheme_1,75.74059903391816
2023-12-01,Scheme_1,75.69280973007758
2023-12-04,Scheme_1,75.54531022359876
2023-12-05,Scheme_1,75.32200149109455
2023-12-06,Scheme_1,75.20966163825508
2023-12-07,Scheme_1,75.08325620091331
2023-12-08,Scheme_1,74.77004620049414
2023-12-11,Scheme_1,74.58528828012777
2023-12-12,Scheme_1,73.52494226823781
2023-12-13,Scheme_1,73.88579189211485
2023-12-14,Scheme_1,74.11790555653238
2023-12-15,Scheme_1,74.13944029201055
2023-12-18,Scheme_1,74.30432242656656
2023-12-19,Scheme_1,74.48573378593642
2023-12-20,Scheme_1,74.22175554247073
2023-12-21,Scheme_1,74.04395867691588
2023-12-22,Scheme_1,74.3379057631282
2023-12-25,Scheme_1,74.4899283348904
2023-12-26,Scheme_1,75.4627610586082
2023-12-27,Scheme_1,76.25645369801539
2023-12-28,Scheme_1,76.74434804347307
2023-12-29,Scheme_1,76.45499042497096
2024-01-01,Scheme_1,76.09439382465136
2024-01-02,Scheme_1,75.46917384173838
2024-01-03,Scheme_1,75.6229844554865
2024-01-04,Scheme_1,73.94962637382928
2024-01-05,Scheme_1,73.66351865513235
2024-01-08,Scheme_1,73.4680354777751
2024-01-09,Scheme_1,72.5574488229246
2024-01-10,Scheme_1,73.00599102771383
2024-01-11,Scheme_1,72.32607646297447
2024-01-12,Scheme_1,72.46652945977831
2024-01-15,Scheme_1,74.06588166323623
2024-01-16,Scheme_1,73.09650407997755
2024-01-17,Scheme_1,72.99501607210408
2024-01-18,Scheme_1,72.74247659452624
2024-01-19,Scheme_1,72.37761855892526
2024-01-22,Scheme_1,72.80334434510566
2024-01-23,Scheme_1,73.43313934645934
2024-01-24,Scheme_1,73.87176321253156
2024-01-25,Scheme_1,73.4295141925194
2024-01-26,Scheme_1,74.84455854580479
2024-01-29,Scheme_1,73.76964507449429
2024-01-30,Scheme_1,73.14547770614926
2024-01-31,Scheme_1,73.2301680473077
2024-02-01,Scheme_1,73.26789266746978
2024-02-02,Scheme_1,73.53930277873562
2024-02-05,Scheme_1,74.45421059536979
2024-02-06,Scheme_1,74.36793250852675
2024-02-07,Scheme_1,74.42072152059585
2024-02-08,Scheme_1,74.0518828674972
2024-02-09,Scheme_1,74.38560716721695
2024-02-12,Scheme_1,74.18120830670802
2024-02-13,Scheme_1,73.97702778231516
2024-02-14,Scheme_1,74.28387452320686
2024-02-15,Scheme_1,74.88404123861179
2024-02-16,Scheme_1,73.5462488937657
2024-02-19,Scheme_1,73.74381084251921
2024-02-20,Scheme_1,73.56965550097809
2024-02-21,Scheme_1,74.11266838308302
2024-02-22,Scheme_1,73.949547822298
2024-02-23,Scheme_1,74.70445582573717
2024-02-26,Scheme_1,74.28526640170239
2024-02-27,Scheme_1,72.94496413760865
2024-02-28,Scheme_1,73.54404247789435
2024-02-29,Scheme_1,73.03303201711562
2024-03-01,Scheme_1,72.0951406883818
2024-03-04,Scheme_1,72.08998064804943
2024-03-05,Scheme_1,71.93762356867549
2024-03-06,Scheme_1,72.39693377118294
2024-03-07,Scheme_1,72.89931684057949
2024-03-08,Scheme_1,72.940502298662
2024-03-11,Scheme_1,72.40960284423937
2024-03-12,Scheme_1,72.56133934578955
2024-03-13,Scheme_1,72.64272088171197
2024-03-14,Scheme_1,72.95882520187857
2024-03-15,Scheme_1,72.43363447592995
2024-03-18,Scheme_1,72.18714405024198
2024-03-19,Scheme_1,72.4668710331119
2024-03-20,Scheme_1,73.17549676968599
2024-03-21,Scheme_1,73.72631625251778
2024-03-22,Scheme_1,73.75996781631264
2024-03-25,Scheme_1,73.45761389252334
2024-03-26,Scheme_1,73.68023192719545
2024-03-27,Scheme_1,73.02218467646676
2024-03-28,Scheme_1,72.53030639970228
2024-03-29,Scheme_1,73.39183374551175
2024-04-01,Scheme_1,73.61320376051918
2024-04-02,Scheme_1,73.39382066964343
2024-04-03,Scheme_1,73.86597115292322
2024-04-04,Scheme_1,74.61170720312661
2024-04-05,Scheme_1,74.33138352322729
2024-04-08,Scheme_1,74.06235865699395
2024-04-09,Scheme_1,73.72010418945537
2024-04-10,Scheme_1,74.27380133596736
2024-04-11,Scheme_1,74.83742507527026
2024-04-12,Scheme_1,75.65219707800473
2024-04-15,Scheme_1,76.2474908716725
2024-04-16,Scheme_1,75.23662110860373
2024-04-17,Scheme_1,75.39068423364569
2024-04-18,Scheme_1,74.73726689917062
2024-04-19,Scheme_1,74.4156488974815
2024-04-22,Scheme_1,74.50232479456297
2024-04-23,Scheme_1,74.98543684716375
2024-04-24,Scheme_1,74.43603754222566
2024-04-25,Scheme_1,73.03680697475704
2024-04-26,Scheme_1,73.12768278332955
2024-04-29,Scheme_1,74.65960336009923
2024-04-30,Scheme_1,74.52351609299785
2024-05-01,Scheme_1,74.53658181515145
2024-05-02,Scheme_1,75.58436557367644
2024-05-03,Scheme_1,75.92617296132993
2024-05-06,Scheme_1,76.04271115555798
2024-05-07,Scheme_1,76.29646061234679
2024-05-08,Scheme_1,76.43394313098499
2024-05-09,Scheme_1,75.72172894119865
2024-05-10,Scheme_1,74.89397222238327
2024-05-13,Scheme_1,76.00948984568154
2024-05-14,Scheme_1,76.1061029858678
2024-05-15,Scheme_1,76.15182475776172
2024-05-16,Scheme_1,76.08162638271808
2024-05-17,Scheme_1,76.54181265363613
2024-05-20,Scheme_1,78.08103244066255
2024-05-21,Scheme_1,78.39270235575694
2024-05-22,Scheme_1,78.00821009100883
2024-05-23,Scheme_1,77.90935755180084
2024-05-24,Scheme_1,78.56130085389216
2024-05-27,Scheme_1,78.1793040066379
2024-05-28,Scheme_1,78.69669244467248
2024-05-29,Scheme_1,77.21987826326503
2024-05-30,Scheme_1,77.06242410743397
2024-05-31,Scheme_1,77.43425955955405
2024-06-03,Scheme_1,78.20558255761625
2024-06-04,Scheme_1,77.67786741748722
2024-06-05,Scheme_1,76.72847918961054
2024-06-06,Scheme_1,76.5530869923854
2024-06-07,Scheme_1,75.84854198136347
