company_id,company_name,financial_year,cfo,cfi,cff,cfo_sign,cfi_sign,cff_sign,pattern_label,cfo_quality,free_cash_flow,capex_intensity
118632,Fund 118632,201511,481.71,-2408.53,-1204.27,+,-,-,Shareholder Returns,High Quality,-1926.82,10.0
118632,Fund 118632,201512,480.94,-2404.69,-1202.35,+,-,-,Shareholder Returns,High Quality,-1923.75,10.0
118632,Fund 118632,201601,447.25,-2236.23,-1118.12,+,-,-,Shareholder Returns,High Quality,-1788.98,10.0
118632,Fund 118632,201602,406.43,-2032.16,-1016.08,+,-,-,Shareholder Returns,High Quality,-1625.73,10.0
118632,Fund 118632,201603,454.61,-2273.05,-1136.53,+,-,-,Shareholder Returns,High Quality,-1818.44,10.0
118632,Fund 118632,201604,455.26,-2276.31,-1138.16,+,-,-,Shareholder Returns,High Quality,-1821.05,10.0
118632,Fund 118632,201605,470.59,-2352.94,-1176.47,+,-,-,Shareholder Returns,High Quality,-1882.35,10.0
118632,Fund 118632,201606,484.52,-2422.62,-1211.31,+,-,-,Shareholder Returns,High Quality,-1938.1,10.0
118632,Fund 118632,201607,511.63,-2558.13,-1279.07,+,-,-,Shareholder Returns,High Quality,-2046.5,10.0
118632,Fund 118632,201608,529.12,-2645.58,-1322.79,+,-,-,Shareholder Returns,High Quality,-2116.46,10.0
118632,Fund 118632,201609,525.91,-2629.54,-1314.77,+,-,-,Shareholder Returns,High Quality,-2103.63,10.0
118632,Fund 118632,201610,530.65,-2653.27,-1326.63,+,-,-,Shareholder Returns,High Quality,-2122.62,10.0
118632,Fund 118632,201611,504.24,-2521.21,-1260.61,+,-,-,Shareholder Returns,High Quality,-2016.97,10.0
118632,Fund 118632,201612,497.44,-2487.22,-1243.61,+,-,-,Shareholder Returns,High Quality,-1989.78,10.0
118632,Fund 118632,201701,520.89,-2604.45,-1302.23,+,-,-,Shareholder Returns,High Quality,-2083.56,10.0
118632,Fund 118632,201702,551.9,-2759.49,-1379.74,+,-,-,Shareholder Returns,High Quality,-2207.59,10.0
118632,Fund 118632,201703,573.07,-2865.33,-1432.67,+,-,-,Shareholder Returns,High Quality,-2292.26,10.0
118632,Fund 118632,201704,588.56,-2942.78,-1471.39,+,-,-,Shareholder Returns,High Quality,-2354.22,10.0
118632,Fund 118632,201705,602.03,-3010.17,-1505.09,+,-,-,Shareholder Returns,High Quality,-2408.14,10.0
118632,Fund 118632,201706,609.34,-3046.72,-1523.36,+,-,-,Shareholder Returns,High Quality,-2437.38,10.0
118632,Fund 118632,201707,641.07,-3205.35,-1602.68,+,-,-,Shareholder Returns,High Quality,-2564.28,10.0
118632,Fund 118632,201708,628.28,-3141.41,-1570.71,+,-,-,Shareholder Returns,High Quality,-2513.13,10.0
118632,Fund 118632,201709,623.98,-3119.89,-1559.94,+,-,-,Shareholder Returns,High Quality,-2495.91,10.0
118632,Fund 118632,201710,664.81,-3324.03,-1662.01,+,-,-,Shareholder Returns,High Quality,-2659.22,10.0
118632,Fund 118632,201711,675.7,-3378.52,-1689.26,+,-,-,Shareholder Returns,High Quality,-2702.82,10.0
118632,Fund 118632,201712,695.97,-3479.83,-1739.91,+,-,-,Shareholder Returns,High Quality,-2783.86,10.0
118632,Fund 118632,201801,713.71,-3568.54,-1784.27,+,-,-,Shareholder Returns,High Quality,-2854.83,10.0
118632,Fund 118632,201802,680.91,-3404.53,-1702.26,+,-,-,Shareholder Returns,High Quality,-2723.62,10.0
118632,Fund 118632,201803,649.56,-3247.79,-1623.89,+,-,-,Shareholder Returns,High Quality,-2598.23,10.0
118632,Fund 118632,201804,687.22,-3436.1,-1718.05,+,-,-,Shareholder Returns,High Quality,-2748.88,10.0
118632,Fund 118632,201805,672.41,-3362.07,-1681.03,+,-,-,Shareholder Returns,High Quality,-2689.66,10.0
118632,Fund 118632,201806,661.28,-3306.38,-1653.19,+,-,-,Shareholder Returns,High Quality,-2645.1,10.0
118632,Fund 118632,201807,701.36,-3506.8,-1753.4,+,-,-,Shareholder Returns,High Quality,-2805.44,10.0
118632,Fund 118632,201808,740.34,-3701.72,-1850.86,+,-,-,Shareholder Returns,High Quality,-2961.38,10.0
118632,Fund 118632,201809,684.28,-3421.38,-1710.69,+,-,-,Shareholder Returns,High Quality,-2737.1,10.0
118632,Fund 118632,201810,675.36,-3376.81,-1688.4,+,-,-,Shareholder Returns,High Quality,-2701.45,10.0
118632,Fund 118632,201811,692.39,-3461.95,-1730.98,+,-,-,Shareholder Returns,High Quality,-2769.56,10.0
118632,Fund 118632,201812,702.0,-3509.99,-1755.0,+,-,-,Shareholder Returns,High Quality,-2807.99,10.0
118632,Fund 118632,201901,697.08,-3485.39,-1742.7,+,-,-,Shareholder Returns,High Quality,-2788.31,10.0
118632,Fund 118632,201902,686.83,-3434.14,-1717.07,+,-,-,Shareholder Returns,High Quality,-2747.31,10.0
118632,Fund 118632,201903,749.9,-3749.49,-1874.75,+,-,-,Shareholder Returns,High Quality,-2999.59,10.0
118632,Fund 118632,201904,751.21,-3756.06,-1878.03,+,-,-,Shareholder Returns,High Quality,-3004.85,10.0
118632,Fund 118632,201905,771.11,-3855.53,-1927.77,+,-,-,Shareholder Returns,High Quality,-3084.42,10.0
118632,Fund 118632,201906,760.86,-3804.32,-1902.16,+,-,-,Shareholder Returns,High Quality,-3043.46,10.0
118632,Fund 118632,201907,706.11,-3530.53,-1765.27,+,-,-,Shareholder Returns,High Quality,-2824.42,10.0
118632,Fund 118632,201908,671.94,-3359.68,-1679.84,+,-,-,Shareholder Returns,High Quality,-2687.74,10.0
118632,Fund 118632,201909,713.98,-3569.92,-1784.96,+,-,-,Shareholder Returns,High Quality,-2855.94,10.0
118632,Fund 118632,201910,744.68,-3723.39,-1861.7,+,-,-,Shareholder Returns,High Quality,-2978.71,10.0
118632,Fund 118632,201911,752.46,-3762.32,-1881.16,+,-,-,Shareholder Returns,High Quality,-3009.86,10.0
118632,Fund 118632,201912,759.19,-3795.94,-1897.97,+,-,-,Shareholder Returns,High Quality,-3036.75,10.0
118632,Fund 118632,202001,752.64,-3763.21,-1881.61,+,-,-,Shareholder Returns,High Quality,-3010.57,10.0
118632,Fund 118632,202002,699.27,-3496.35,-1748.18,+,-,-,Shareholder Returns,High Quality,-2797.08,10.0
118632,Fund 118632,202003,515.51,-2577.54,-1288.77,+,-,-,Shareholder Returns,High Quality,-2062.03,10.0
118632,Fund 118632,202004,581.54,-2907.72,-1453.86,+,-,-,Shareholder Returns,High Quality,-2326.18,10.0
118632,Fund 118632,202005,556.22,-2781.11,-1390.56,+,-,-,Shareholder Returns,High Quality,-2224.89,10.0
118632,Fund 118632,202006,595.22,-2976.08,-1488.04,+,-,-,Shareholder Returns,High Quality,-2380.86,10.0
118632,Fund 118632,202007,627.88,-3139.42,-1569.71,+,-,-,Shareholder Returns,High Quality,-2511.54,10.0
118632,Fund 118632,202008,672.34,-3361.71,-1680.86,+,-,-,Shareholder Returns,High Quality,-2689.37,10.0
118632,Fund 118632,202009,634.09,-3170.45,-1585.23,+,-,-,Shareholder Returns,High Quality,-2536.36,10.0
118632,Fund 118632,202010,649.56,-3247.78,-1623.89,+,-,-,Shareholder Returns,High Quality,-2598.22,10.0
118632,Fund 118632,202011,735.75,-3678.74,-1839.37,+,-,-,Shareholder Returns,High Quality,-2942.99,10.0
118632,Fund 118632,202012,803.62,-4018.11,-2009.06,+,-,-,Shareholder Returns,High Quality,-3214.49,10.0
118632,Fund 118632,202101,798.57,-3992.85,-1996.43,+,-,-,Shareholder Returns,High Quality,-3194.28,10.0
118632,Fund 118632,202102,882.38,-4411.92,-2205.96,+,-,-,Shareholder Returns,High Quality,-3529.54,10.0
118632,Fund 118632,202103,871.61,-4358.07,-2179.03,+,-,-,Shareholder Returns,High Quality,-3486.46,10.0
118632,Fund 118632,202104,867.4,-4337.0,-2168.5,+,-,-,Shareholder Returns,High Quality,-3469.6,10.0
118632,Fund 118632,202105,938.08,-4690.4,-2345.2,+,-,-,Shareholder Returns,High Quality,-3752.32,10.0
118632,Fund 118632,202106,952.77,-4763.83,-2381.92,+,-,-,Shareholder Returns,High Quality,-3811.06,10.0
118632,Fund 118632,202107,972.78,-4863.92,-2431.96,+,-,-,Shareholder Returns,High Quality,-3891.14,10.0
118632,Fund 118632,202108,1041.63,-5208.16,-2604.08,+,-,-,Shareholder Returns,High Quality,-4166.53,10.0
118632,Fund 118632,202109,1084.6,-5423.0,-2711.5,+,-,-,Shareholder Returns,High Quality,-4338.4,10.0
118632,Fund 118632,202110,1090.96,-5454.79,-2727.4,+,-,-,Shareholder Returns,High Quality,-4363.83,10.0
118632,Fund 118632,202111,1052.34,-5261.69,-2630.85,+,-,-,Shareholder Returns,High Quality,-4209.35,10.0
118632,Fund 118632,202112,1072.21,-5361.05,-2680.53,+,-,-,Shareholder Returns,High Quality,-4288.84,10.0
118632,Fund 118632,202201,1094.92,-5474.58,-2737.29,+,-,-,Shareholder Returns,High Quality,-4379.66,10.0
118632,Fund 118632,202202,1042.52,-5212.61,-2606.31,+,-,-,Shareholder Returns,High Quality,-4170.09,10.0
118632,Fund 118632,202203,1099.18,-5495.9,-2747.95,+,-,-,Shareholder Returns,High Quality,-4396.72,10.0
118632,Fund 118632,202204,1080.69,-5403.45,-2701.73,+,-,-,Shareholder Returns,High Quality,-4322.76,10.0
118632,Fund 118632,202205,1058.26,-5291.28,-2645.64,+,-,-,Shareholder Returns,High Quality,-4233.02,10.0
118632,Fund 118632,202206,1016.32,-5081.61,-2540.81,+,-,-,Shareholder Returns,High Quality,-4065.29,10.0
118632,Fund 118632,202207,1121.38,-5606.89,-2803.45,+,-,-,Shareholder Returns,High Quality,-4485.51,10.0
118632,Fund 118632,202208,1167.75,-5838.73,-2919.37,+,-,-,Shareholder Returns,High Quality,-4670.98,10.0
118632,Fund 118632,202209,1145.91,-5729.55,-2864.78,+,-,-,Shareholder Returns,High Quality,-4583.64,10.0
118632,Fund 118632,202210,1201.86,-6009.29,-3004.65,+,-,-,Shareholder Returns,High Quality,-4807.43,10.0
118632,Fund 118632,202211,1240.15,-6200.74,-3100.37,+,-,-,Shareholder Returns,High Quality,-4960.59,10.0
118632,Fund 118632,202212,1204.13,-6020.66,-3010.33,+,-,-,Shareholder Returns,High Quality,-4816.53,10.0
118632,Fund 118632,202301,1186.6,-5933.0,-2966.5,+,-,-,Shareholder Returns,High Quality,-4746.4,10.0
118632,Fund 118632,202302,1172.61,-5863.03,-2931.51,+,-,-,Shareholder Returns,High Quality,-4690.42,10.0
118632,Fund 118632,202303,1181.11,-5905.53,-2952.77,+,-,-,Shareholder Returns,High Quality,-4724.42,10.0
118632,Fund 118632,202304,1236.76,-6183.78,-3091.89,+,-,-,Shareholder Returns,High Quality,-4947.02,10.0
118632,Fund 118632,202305,1293.41,-6467.05,-3233.53,+,-,-,Shareholder Returns,High Quality,-5173.64,10.0
118632,Fund 118632,202306,1351.1,-6755.52,-3377.76,+,-,-,Shareholder Returns,High Quality,-5404.42,10.0
118632,Fund 118632,202307,1416.21,-7081.07,-3540.53,+,-,-,Shareholder Returns,High Quality,-5664.86,10.0
118632,Fund 118632,202308,1414.55,-7072.76,-3536.38,+,-,-,Shareholder Returns,High Quality,-5658.21,10.0
118632,Fund 118632,202309,1445.45,-7227.25,-3613.62,+,-,-,Shareholder Returns,High Quality,-5781.8,10.0
118632,Fund 118632,202310,1402.04,-7010.22,-3505.11,+,-,-,Shareholder Returns,High Quality,-5608.18,10.0
118632,Fund 118632,202311,1479.36,-7396.78,-3698.39,+,-,-,Shareholder Returns,High Quality,-5917.42,10.0
118632,Fund 118632,202312,1604.29,-8021.43,-4010.71,+,-,-,Shareholder Returns,High Quality,-6417.14,10.0
118632,Fund 118632,202401,1630.3,-8151.48,-4075.74,+,-,-,Shareholder Returns,High Quality,-6521.18,10.0
118632,Fund 118632,202402,1681.14,-8405.69,-4202.85,+,-,-,Shareholder Returns,High Quality,-6724.55,10.0
118632,Fund 118632,202403,1724.65,-8623.24,-4311.62,+,-,-,Shareholder Returns,High Quality,-6898.59,10.0
118632,Fund 118632,202404,1781.85,-8909.26,-4454.63,+,-,-,Shareholder Returns,High Quality,-7127.41,10.0
118632,Fund 118632,202405,1788.96,-8944.81,-4472.4,+,-,-,Shareholder Returns,High Quality,-7155.85,10.0
118632,Fund 118632,202406,1898.83,-9494.16,-4747.08,+,-,-,Shareholder Returns,High Quality,-7595.33,10.0
118632,Fund 118632,202407,1980.76,-9903.8,-4951.9,+,-,-,Shareholder Returns,High Quality,-7923.04,10.0
118632,Fund 118632,202408,1987.99,-9939.96,-4969.98,+,-,-,Shareholder Returns,High Quality,-7951.97,10.0
118632,Fund 118632,202409,2028.95,-10144.75,-5072.38,+,-,-,Shareholder Returns,High Quality,-8115.8,10.0
118632,Fund 118632,202410,1927.58,-9637.89,-4818.95,+,-,-,Shareholder Returns,High Quality,-7710.31,10.0
118632,Fund 118632,202411,1934.39,-9671.97,-4835.98,+,-,-,Shareholder Returns,High Quality,-7737.58,10.0
118632,Fund 118632,202412,1913.86,-9569.32,-4784.66,+,-,-,Shareholder Returns,High Quality,-7655.46,10.0
118632,Fund 118632,202501,2500000.0,-12500000.0,-6250000.0,+,-,-,Shareholder Returns,High Quality,-10000000.0,10.0
118632,Fund 118632,202502,1738.44,-8692.22,-4346.11,+,-,-,Shareholder Returns,High Quality,-6953.78,10.0
118632,Fund 118632,202503,1857.4,-9287.02,-4643.51,+,-,-,Shareholder Returns,High Quality,-7429.62,10.0
118632,Fund 118632,202504,1916.29,-9581.47,-4790.73,+,-,-,Shareholder Returns,High Quality,-7665.18,10.0
118632,Fund 118632,202505,1983.22,-9916.11,-4958.06,+,-,-,Shareholder Returns,High Quality,-7932.89,10.0
118632,Fund 118632,202506,2600000.0,-13000000.0,-6500000.0,+,-,-,Shareholder Returns,High Quality,-10400000.0,10.0
118632,Fund 118632,202507,2011.88,-10059.41,-5029.7,+,-,-,Shareholder Returns,High Quality,-8047.53,10.0
118632,Fund 118632,202508,2006.99,-10034.96,-5017.48,+,-,-,Shareholder Returns,High Quality,-8027.97,10.0
118632,Fund 118632,202509,2026.0,-10130.0,-5065.0,+,-,-,Shareholder Returns,High Quality,-8104.0,10.0
118632,Fund 118632,202510,2090.2,-10451.02,-5225.51,+,-,-,Shareholder Returns,High Quality,-8360.82,10.0
118632,Fund 118632,202511,2113.69,-10568.44,-5284.22,+,-,-,Shareholder Returns,High Quality,-8454.75,10.0
118632,Fund 118632,202512,2106.84,-10534.21,-5267.11,+,-,-,Shareholder Returns,High Quality,-8427.37,10.0
118632,Fund 118632,202601,2044.71,-10223.55,-5111.78,+,-,-,Shareholder Returns,High Quality,-8178.84,10.0
118632,Fund 118632,202602,2066.1,-10330.52,-5165.26,+,-,-,Shareholder Returns,High Quality,-8264.42,10.0
118632,Fund 118632,202603,1829.08,-9145.39,-4572.7,+,-,-,Shareholder Returns,High Quality,-7316.31,10.0
118632,Fund 118632,202604,1991.0,-9955.02,-4977.51,+,-,-,Shareholder Returns,High Quality,-7964.02,10.0
118632,Fund 118632,202605,1969.31,-9846.56,-4923.28,+,-,-,Shareholder Returns,High Quality,-7877.25,10.0
118632,Fund 118632,202606,2009.21,-10046.05,-5023.03,+,-,-,Shareholder Returns,High Quality,-8036.84,10.0
119092,Fund 119092,201301,483.26,-2416.31,-1208.15,+,-,-,Shareholder Returns,High Quality,-1933.05,10.0
119092,Fund 119092,201302,486.31,-2431.57,-1215.79,+,-,-,Shareholder Returns,High Quality,-1945.26,10.0
119092,Fund 119092,201303,489.59,-2447.95,-1223.98,+,-,-,Shareholder Returns,High Quality,-1958.36,10.0
119092,Fund 119092,201304,493.83,-2469.13,-1234.57,+,-,-,Shareholder Returns,High Quality,-1975.3,10.0
119092,Fund 119092,201305,497.36,-2486.79,-1243.39,+,-,-,Shareholder Returns,High Quality,-1989.43,10.0
119092,Fund 119092,201306,500.51,-2502.57,-1251.29,+,-,-,Shareholder Returns,High Quality,-2002.06,10.0
119092,Fund 119092,201307,502.92,-2514.6,-1257.3,+,-,-,Shareholder Returns,High Quality,-2011.68,10.0
119092,Fund 119092,201308,507.32,-2536.59,-1268.3,+,-,-,Shareholder Returns,High Quality,-2029.27,10.0
119092,Fund 119092,201309,511.97,-2559.87,-1279.94,+,-,-,Shareholder Returns,High Quality,-2047.9,10.0
119092,Fund 119092,201310,516.39,-2581.95,-1290.98,+,-,-,Shareholder Returns,High Quality,-2065.56,10.0
119092,Fund 119092,201311,520.22,-2601.08,-1300.54,+,-,-,Shareholder Returns,High Quality,-2080.86,10.0
119092,Fund 119092,201312,524.34,-2621.69,-1310.85,+,-,-,Shareholder Returns,High Quality,-2097.35,10.0
119092,Fund 119092,201401,528.27,-2641.34,-1320.67,+,-,-,Shareholder Returns,High Quality,-2113.07,10.0
119092,Fund 119092,201402,531.76,-2658.79,-1329.4,+,-,-,Shareholder Returns,High Quality,-2127.03,10.0
119092,Fund 119092,201403,536.1,-2680.5,-1340.25,+,-,-,Shareholder Returns,High Quality,-2144.4,10.0
119092,Fund 119092,201404,540.18,-2700.9,-1350.45,+,-,-,Shareholder Returns,High Quality,-2160.72,10.0
119092,Fund 119092,201405,544.12,-2720.6,-1360.3,+,-,-,Shareholder Returns,High Quality,-2176.48,10.0
119092,Fund 119092,201406,548.11,-2740.57,-1370.29,+,-,-,Shareholder Returns,High Quality,-2192.46,10.0
119092,Fund 119092,201407,552.04,-2760.22,-1380.11,+,-,-,Shareholder Returns,High Quality,-2208.18,10.0
119092,Fund 119092,201408,556.03,-2780.16,-1390.08,+,-,-,Shareholder Returns,High Quality,-2224.13,10.0
119092,Fund 119092,201409,560.0,-2800.02,-1400.01,+,-,-,Shareholder Returns,High Quality,-2240.02,10.0
119092,Fund 119092,201410,564.14,-2820.69,-1410.35,+,-,-,Shareholder Returns,High Quality,-2256.55,10.0
119092,Fund 119092,201411,568.11,-2840.57,-1420.29,+,-,-,Shareholder Returns,High Quality,-2272.46,10.0
119092,Fund 119092,201412,572.18,-2860.91,-1430.46,+,-,-,Shareholder Returns,High Quality,-2288.73,10.0
119092,Fund 119092,201501,576.15,-2880.74,-1440.37,+,-,-,Shareholder Returns,High Quality,-2304.59,10.0
119092,Fund 119092,201502,579.85,-2899.25,-1449.62,+,-,-,Shareholder Returns,High Quality,-2319.4,10.0
119092,Fund 119092,201503,584.38,-2921.91,-1460.96,+,-,-,Shareholder Returns,High Quality,-2337.53,10.0
119092,Fund 119092,201504,588.59,-2942.94,-1471.47,+,-,-,Shareholder Returns,High Quality,-2354.35,10.0
119092,Fund 119092,201505,592.8,-2964.0,-1482.0,+,-,-,Shareholder Returns,High Quality,-2371.2,10.0
119092,Fund 119092,201506,596.79,-2983.96,-1491.98,+,-,-,Shareholder Returns,High Quality,-2387.17,10.0
119092,Fund 119092,201507,600.85,-3004.25,-1502.12,+,-,-,Shareholder Returns,High Quality,-2403.4,10.0
119092,Fund 119092,201508,60481.88,-302409.4,-151204.7,+,-,-,Shareholder Returns,High Quality,-241927.52,10.0
119092,Fund 119092,201509,60868.89,-304344.43,-152172.22,+,-,-,Shareholder Returns,High Quality,-243475.54,10.0
119092,Fund 119092,201510,61250.41,-306252.04,-153126.02,+,-,-,Shareholder Returns,High Quality,-245001.63,10.0
119092,Fund 119092,201511,61638.66,-308193.3,-154096.65,+,-,-,Shareholder Returns,High Quality,-246554.64,10.0
119092,Fund 119092,201512,62033.85,-310169.25,-155084.62,+,-,-,Shareholder Returns,High Quality,-248135.4,10.0
119092,Fund 119092,201601,62429.25,-312146.24,-156073.12,+,-,-,Shareholder Returns,High Quality,-249716.99,10.0
119092,Fund 119092,201602,62809.38,-314046.91,-157023.45,+,-,-,Shareholder Returns,High Quality,-251237.53,10.0
119092,Fund 119092,201603,63279.5,-316397.49,-158198.75,+,-,-,Shareholder Returns,High Quality,-253117.99,10.0
119092,Fund 119092,201604,63704.82,-318524.1,-159262.05,+,-,-,Shareholder Returns,High Quality,-254819.28,10.0
119092,Fund 119092,201605,64143.78,-320718.92,-160359.46,+,-,-,Shareholder Returns,High Quality,-256575.14,10.0
119092,Fund 119092,201606,64549.75,-322748.77,-161374.39,+,-,-,Shareholder Returns,High Quality,-258199.02,10.0
119092,Fund 119092,201607,64952.54,-324762.69,-162381.35,+,-,-,Shareholder Returns,High Quality,-259810.15,10.0
119092,Fund 119092,201608,65340.32,-326701.6,-163350.8,+,-,-,Shareholder Returns,High Quality,-261361.28,10.0
119092,Fund 119092,201609,65711.44,-328557.18,-164278.59,+,-,-,Shareholder Returns,High Quality,-262845.74,10.0
119092,Fund 119092,201610,66093.15,-330465.73,-165232.86,+,-,-,Shareholder Returns,High Quality,-264372.58,10.0
119092,Fund 119092,201611,66463.66,-332318.3,-166159.15,+,-,-,Shareholder Returns,High Quality,-265854.64,10.0
119092,Fund 119092,201612,66807.66,-334038.31,-167019.16,+,-,-,Shareholder Returns,High Quality,-267230.65,10.0
119092,Fund 119092,201701,67190.73,-335953.64,-167976.82,+,-,-,Shareholder Returns,High Quality,-268762.91,10.0
119092,Fund 119092,201702,67530.37,-337651.87,-168825.94,+,-,-,Shareholder Returns,High Quality,-270121.5,10.0
119092,Fund 119092,201703,67916.94,-339584.71,-169792.36,+,-,-,Shareholder Returns,High Quality,-271667.77,10.0
119092,Fund 119092,201704,68258.97,-341294.83,-170647.42,+,-,-,Shareholder Returns,High Quality,-273035.86,10.0
119092,Fund 119092,201705,68658.93,-343294.63,-171647.32,+,-,-,Shareholder Returns,High Quality,-274635.7,10.0
119092,Fund 119092,201706,69024.92,-345124.6,-172562.3,+,-,-,Shareholder Returns,High Quality,-276099.68,10.0
119092,Fund 119092,201707,69410.18,-347050.92,-173525.46,+,-,-,Shareholder Returns,High Quality,-277640.74,10.0
119092,Fund 119092,201708,69780.36,-348901.78,-174450.89,+,-,-,Shareholder Returns,High Quality,-279121.42,10.0
119092,Fund 119092,201709,70130.38,-350651.89,-175325.95,+,-,-,Shareholder Returns,High Quality,-280521.51,10.0
119092,Fund 119092,201710,70516.23,-352581.16,-176290.58,+,-,-,Shareholder Returns,High Quality,-282064.93,10.0
119092,Fund 119092,201711,70879.39,-354396.93,-177198.47,+,-,-,Shareholder Returns,High Quality,-283517.54,10.0
119092,Fund 119092,201712,71260.79,-356303.94,-178151.97,+,-,-,Shareholder Returns,High Quality,-285043.15,10.0
119092,Fund 119092,201801,71654.11,-358270.53,-179135.27,+,-,-,Shareholder Returns,High Quality,-286616.42,10.0
119092,Fund 119092,201802,72020.99,-360104.93,-180052.47,+,-,-,Shareholder Returns,High Quality,-288083.94,10.0
119092,Fund 119092,201803,72488.42,-362442.09,-181221.05,+,-,-,Shareholder Returns,High Quality,-289953.67,10.0
119092,Fund 119092,201804,72857.0,-364284.98,-182142.49,+,-,-,Shareholder Returns,High Quality,-291427.98,10.0
119092,Fund 119092,201805,73306.81,-366534.07,-183267.04,+,-,-,Shareholder Returns,High Quality,-293227.26,10.0
119092,Fund 119092,201806,73752.14,-368760.7,-184380.35,+,-,-,Shareholder Returns,High Quality,-295008.56,10.0
119092,Fund 119092,201807,74230.59,-371152.96,-185576.48,+,-,-,Shareholder Returns,High Quality,-296922.37,10.0
119092,Fund 119092,201808,74695.44,-373477.22,-186738.61,+,-,-,Shareholder Returns,High Quality,-298781.78,10.0
119092,Fund 119092,201809,75083.55,-375417.76,-187708.88,+,-,-,Shareholder Returns,High Quality,-300334.21,10.0
119092,Fund 119092,201810,75617.15,-378085.73,-189042.87,+,-,-,Shareholder Returns,High Quality,-302468.58,10.0
119092,Fund 119092,201811,76130.65,-380653.23,-190326.61,+,-,-,Shareholder Returns,High Quality,-304522.58,10.0
